Time, Magnetic field(µT), Magnetic field(µT), Magnetic field(µT)
6.83, -0.1220703125, 0.1220703125, -0.335693359375
6.86, -0.06103515625, 0.1220703125, 0.18310546875
7.02, 0.18310546875, 0.091552734375, -0.06103515625
7.08, -0.091552734375, 0.091552734375, -0.42724609375
7.22, 0.06103515625, 0.0, 0.091552734375
7.28, 0.030517578125, 0.1220703125, 0.06103515625
7.39, 0.091552734375, 0.0, 0.030517578125
7.54, 0.091552734375, 0.06103515625, 0.274658203125
7.54, -0.06103515625, 0.1220703125, -0.213623046875
7.66, -0.030517578125, 0.152587890625, 0.152587890625
7.83, 0.06103515625, 0.06103515625, -0.213623046875
7.84, -0.030517578125, 0.030517578125, -0.091552734375
7.98, -0.030517578125, 0.030517578125, -0.30517578125
8.04, -0.030517578125, 0.091552734375, 0.213623046875
8.13, 0.06103515625, 0.213623046875, 0.06103515625
8.19, 0.091552734375, 0.1220703125, 0.244140625
8.4, 0.06103515625, 0.213623046875, -0.335693359375
8.46, 0.030517578125, 0.030517578125, -0.213623046875
8.49, -0.030517578125, 0.091552734375, -0.42724609375
8.73, 0.06103515625, -0.030517578125, -0.06103515625
8.81, 0.0, 0.06103515625, -0.091552734375
8.81, 0.091552734375, 0.030517578125, -0.030517578125
8.96, 0.030517578125, 0.274658203125, 0.274658203125
9.01, 0.091552734375, 0.091552734375, 0.06103515625
9.2, 0.152587890625, -0.030517578125, 0.1220703125
9.34, 0.091552734375, 0.0, -0.274658203125
9.47, 0.152587890625, 0.030517578125, 0.030517578125
9.55, 0.06103515625, -0.030517578125, 0.42724609375
9.55, 0.152587890625, -0.06103515625, 0.0
9.76, 0.152587890625, 0.030517578125, 0.0
9.82, 0.152587890625, 0.06103515625, -0.152587890625
9.82, 0.18310546875, 0.030517578125, -0.54931640625
9.82, 0.152587890625, 0.152587890625, -0.091552734375
9.94, 0.06103515625, 0.152587890625, 0.1220703125
10.17, 0.213623046875, 0.1220703125, -0.213623046875
10.26, 0.06103515625, 0.244140625, 0.1220703125
10.4, 0.1220703125, 0.18310546875, 0.0
10.48, 0.030517578125, 0.18310546875, 0.335693359375
10.56, 0.030517578125, 0.030517578125, 0.0
10.68, 0.1220703125, 0.030517578125, 0.152587890625
10.76, 0.091552734375, 0.091552734375, -0.1220703125
10.85, 0.1220703125, 0.06103515625, 0.091552734375
10.89, 0.152587890625, 0.091552734375, -0.18310546875
10.94, 0.1220703125, 0.06103515625, 0.1220703125
11.06, 0.152587890625, 0.1220703125, -0.06103515625
11.13, 0.152587890625, 0.0, -0.091552734375
11.36, 0.0, 0.030517578125, -0.335693359375
11.47, 0.0, 0.030517578125, -0.06103515625
11.47, -0.030517578125, 0.06103515625, 0.030517578125
11.58, -0.06103515625, 0.06103515625, 0.030517578125
11.8, 0.030517578125, 0.1220703125, -0.091552734375
11.88, 0.0, 0.1220703125, -0.06103515625
11.88, 0.091552734375, 0.0, -0.396728515625
11.88, -0.030517578125, 0.0, -0.30517578125
12, 0.091552734375, 0.0, -0.48828125
12.1, 0.213623046875, 0.06103515625, -0.152587890625
12.25, 0.1220703125, 0.030517578125, 0.0
12.45, -0.030517578125, 0.0, -0.335693359375
12.52, 0.0, 0.1220703125, 0.152587890625
12.52, 0.18310546875, 0.152587890625, 0.213623046875
12.56, 0.091552734375, 0.1220703125, 0.18310546875
12.76, 0.152587890625, 0.0, -0.213623046875
12.95, 0.06103515625, 0.030517578125, -0.1220703125
12.95, 0.091552734375, 0.030517578125, 0.06103515625
13.16, 0.06103515625, 0.0, -0.213623046875
13.34, 0.030517578125, 0.030517578125, -0.274658203125
13.43, 0.091552734375, 0.1220703125, -0.091552734375
13.53, 0.06103515625, 0.06103515625, -0.030517578125
13.66, -0.030517578125, 0.0, -0.18310546875
13.75, 0.1220703125, 0.1220703125, -0.54931640625
13.75, 0.1220703125, 0.06103515625, -0.091552734375
13.86, 0.152587890625, 0.030517578125, 0.0
13.95, 0.1220703125, 0.06103515625, 0.06103515625
14.1, 0.244140625, 0.091552734375, -0.152587890625
14.18, 0.3662109375, 0.06103515625, 0.06103515625
14.19, 0.335693359375, 0.06103515625, -0.244140625
14.27, 0.091552734375, 0.030517578125, -0.030517578125
14.31, 0.091552734375, -0.06103515625, -0.396728515625
14.59, 0.213623046875, 0.030517578125, 0.274658203125
14.7, 0.30517578125, 0.0, -0.091552734375
14.8, 0.152587890625, 0.030517578125, -0.1220703125
14.8, 0.152587890625, 0.030517578125, -0.457763671875
14.8, 0.1220703125, 0.091552734375, 0.091552734375
15.03, 0.091552734375, 0.06103515625, -0.152587890625
15.14, 0.0, -0.1220703125, 0.030517578125
15.33, 0.18310546875, 0.030517578125, -0.152587890625
15.43, 0.06103515625, 0.0, -0.030517578125
15.59, -0.1220703125, 0.06103515625, -0.091552734375
15.7, 0.030517578125, 0.091552734375, -0.213623046875
15.8, 0.213623046875, 0.030517578125, -0.335693359375
15.8, 0.1220703125, 0.06103515625, -0.091552734375
16.01, 0.18310546875, 0.06103515625, 0.18310546875
16.01, 0.1220703125, 0.091552734375, 0.06103515625
16.15, 0.091552734375, 0.0, 0.030517578125
16.24, 0.1220703125, 0.0, 0.0
16.24, 0.091552734375, -0.030517578125, 0.18310546875
16.34, 0.091552734375, -0.030517578125, 0.030517578125
16.46, 0.1220703125, -0.18310546875, -0.30517578125
16.49, 0.152587890625, 0.030517578125, -0.3662109375
16.59, 0.1220703125, 0.06103515625, -0.244140625
16.59, 0.1220703125, 0.0, 0.213623046875
16.59, 0.213623046875, 0.030517578125, -0.030517578125
16.78, 0.1220703125, 0.152587890625, -0.091552734375
17, 0.06103515625, 0.1220703125, 0.06103515625
17.18, -0.030517578125, -0.030517578125, -0.091552734375
17.29, 0.0, -0.091552734375, 0.244140625
17.4, 0.091552734375, 0.1220703125, -0.274658203125
17.4, 0.06103515625, 0.1220703125, 0.091552734375
17.4, 0.0, -0.030517578125, 0.091552734375
17.67, 0.18310546875, 0.0, 0.1220703125
17.82, 0.0, 0.091552734375, -0.091552734375
17.82, 0.06103515625, 0.06103515625, 0.1220703125
17.82, 0.213623046875, 0.091552734375, 0.18310546875
17.83, 0.06103515625, 0.06103515625, -0.091552734375
18.02, 0.030517578125, -0.030517578125, -0.213623046875
18.24, 0.0, -0.06103515625, -0.030517578125
18.25, 0.091552734375, 0.06103515625, -0.030517578125
18.64, 0.06103515625, 0.06103515625, 0.091552734375
18.74, 0.0, 0.091552734375, -0.274658203125
18.74, -0.030517578125, 0.1220703125, -0.457763671875
18.74, 0.091552734375, 0.0, 0.06103515625
18.74, 0.152587890625, 0.06103515625, -0.457763671875
18.74, 0.091552734375, 0.06103515625, 0.18310546875
18.74, 0.030517578125, -0.06103515625, -0.244140625
18.92, 0.1220703125, -0.091552734375, -0.30517578125
19.06, 0.06103515625, 0.091552734375, -0.244140625
19.21, 0.1220703125, 0.06103515625, 0.091552734375
19.21, 0.091552734375, 0.030517578125, -0.152587890625
19.21, 0.0, 0.152587890625, 0.091552734375
19.39, 0.18310546875, 0.0, -0.213623046875
19.72, 0.06103515625, 0.06103515625, -0.244140625
19.86, 0.152587890625, 0.06103515625, 0.091552734375
19.86, 0.1220703125, 0.0, -0.091552734375
19.86, 0.030517578125, 0.030517578125, 0.06103515625
19.86, 0.244140625, 0.06103515625, -0.18310546875
19.86, -0.030517578125, 0.152587890625, -0.457763671875
20.08, 0.091552734375, 0.152587890625, -0.152587890625
20.24, 0.152587890625, 0.1220703125, -0.1220703125
20.49, 0.030517578125, 0.0, 0.1220703125
20.63, 0.06103515625, 0.06103515625, -0.06103515625
20.89, 0.0, 0.06103515625, 0.030517578125
20.89, 0.06103515625, 0.06103515625, 0.152587890625
20.89, 0.06103515625, 0.0, -0.1220703125
20.92, 0.1220703125, -0.06103515625, -0.030517578125
21.07, 0.06103515625, 0.06103515625, -0.030517578125
21.07, 0.030517578125, 0.1220703125, 0.396728515625
21.08, 0.1220703125, 0.1220703125, 0.152587890625
21.1, 0.1220703125, 0.091552734375, -0.640869140625
21.26, 0.091552734375, 0.1220703125, -0.213623046875
21.26, 0.091552734375, 0.0, -0.152587890625
21.43, 0.06103515625, 0.1220703125, -0.244140625
21.56, 0.152587890625, 0.06103515625, -0.1220703125
21.75, 0.0, 0.091552734375, 0.030517578125
21.99, 0.091552734375, -0.030517578125, -0.091552734375
21.99, -0.030517578125, 0.0, 0.30517578125
22.12, 0.06103515625, 0.030517578125, 0.06103515625
22.25, 0.1220703125, -0.030517578125, 0.0
22.4, 0.0, 0.030517578125, -0.1220703125
22.66, 0.0, 0.06103515625, -0.18310546875
22.66, 0.030517578125, 0.0, 0.152587890625
22.66, 0.213623046875, 0.06103515625, -0.335693359375
22.66, 0.152587890625, 0.06103515625, -0.42724609375
22.66, 0.091552734375, -0.091552734375, -0.396728515625
22.66, 0.06103515625, 0.1220703125, -0.274658203125
22.84, 0.06103515625, 0.0, -0.518798828125
22.97, 0.152587890625, 0.06103515625, -0.152587890625
22.97, 0.030517578125, 0.091552734375, -0.30517578125
23.12, 0.1220703125, 0.06103515625, -0.274658203125
23.26, 0.152587890625, 0.091552734375, -0.244140625
23.44, 0.030517578125, 0.06103515625, 0.0
23.71, -0.1220703125, 0.091552734375, -0.213623046875
23.71, 0.06103515625, 0.213623046875, 0.0
23.72, 0.030517578125, 0.0, -0.213623046875
23.72, 0.1220703125, 0.030517578125, -0.152587890625
23.83, 0.030517578125, 0.091552734375, -0.18310546875
24.01, 0.06103515625, 0.030517578125, -0.518798828125
24.12, -0.030517578125, 0.091552734375, -0.244140625
24.12, 0.030517578125, 0.091552734375, -0.18310546875
24.23, 0.030517578125, 0.091552734375, -0.1220703125
24.41, 0.0, 0.06103515625, -0.1220703125
24.54, 0.0, 0.091552734375, 0.1220703125
24.65, -0.1220703125, 0.091552734375, 0.0
24.65, -0.152587890625, -0.06103515625, -0.213623046875
24.79, -0.06103515625, 0.030517578125, 0.0
24.91, 0.1220703125, 0.0, 0.18310546875
24.91, -0.06103515625, 0.091552734375, -0.18310546875
24.91, 0.0, 0.030517578125, -0.091552734375
25.05, -0.06103515625, 0.152587890625, -0.06103515625
25.2, 0.06103515625, 0.06103515625, -0.152587890625
25.29, -0.091552734375, -0.030517578125, -0.396728515625
25.29, -0.091552734375, -0.06103515625, 0.06103515625
25.5, -0.030517578125, 0.1220703125, -0.06103515625
25.63, -0.06103515625, -0.06103515625, -0.030517578125
25.63, -0.06103515625, 0.18310546875, -0.091552734375
25.78, -0.091552734375, 0.1220703125, 0.152587890625
26.04, 0.0, 0.152587890625, -0.091552734375
26.14, 0.06103515625, 0.091552734375, -0.213623046875
26.14, 0.06103515625, 0.1220703125, -0.457763671875
26.14, 0.06103515625, 0.1220703125, -0.244140625
26.14, 0.030517578125, 0.213623046875, -0.152587890625
26.31, 0.030517578125, 0.06103515625, -0.091552734375
26.42, 0.0, 0.244140625, -0.244140625
26.58, 0.18310546875, 0.0, -0.030517578125
26.67, 0.0, 0.1220703125, 0.06103515625
26.68, 0.0, 0.18310546875, 0.0
26.85, 0.030517578125, 0.18310546875, -0.42724609375
26.98, 0.06103515625, 0.152587890625, 0.396728515625
27.25, -0.18310546875, 0.1220703125, -0.335693359375
27.41, -0.152587890625, 0.18310546875, -0.3662109375
27.41, 0.152587890625, 0.213623046875, -0.30517578125
27.41, 0.091552734375, 0.091552734375, -0.06103515625
27.41, 0.06103515625, 0.152587890625, 0.18310546875
27.41, 0.06103515625, 0.213623046875, -0.335693359375
27.6, 0.18310546875, 0.213623046875, -0.18310546875
27.72, 0.091552734375, 0.1220703125, -0.18310546875
27.72, 0.152587890625, 0.1220703125, -0.30517578125
27.9, 0.06103515625, 0.06103515625, -0.18310546875
28.05, 0.030517578125, 0.213623046875, 0.0
28.06, 0.152587890625, 0.152587890625, -0.244140625
28.08, -0.091552734375, 0.091552734375, 0.0
28.38, 0.0, 0.030517578125, -0.1220703125
28.61, -0.030517578125, 0.0, -0.1220703125
28.61, -0.091552734375, 0.18310546875, -0.18310546875
28.61, -0.1220703125, 0.06103515625, -0.1220703125
28.61, 0.030517578125, 0.152587890625, -0.18310546875
28.76, 0.091552734375, 0.152587890625, -0.152587890625
28.88, 0.06103515625, 0.030517578125, -0.274658203125
28.88, 0.244140625, 0.0, -0.06103515625
29.08, 0.1220703125, 0.1220703125, -0.030517578125
29.18, 0.1220703125, 0.06103515625, 0.091552734375
29.29, 0.030517578125, 0.06103515625, 0.54931640625
29.47, 0.0, 0.152587890625, 0.091552734375
29.56, 0.1220703125, 0.152587890625, 0.091552734375
29.56, 0.06103515625, 0.1220703125, -0.030517578125
29.56, 0.1220703125, 0.1220703125, -0.1220703125
29.72, -0.030517578125, 0.030517578125, -0.30517578125
29.84, 0.1220703125, 0.030517578125, -0.06103515625
29.87, -0.030517578125, 0.1220703125, -0.030517578125
29.99, -0.06103515625, 0.1220703125, 0.06103515625
30.13, 0.1220703125, 0.030517578125, -0.06103515625
30.2, 0.030517578125, 0.030517578125, 0.030517578125
30.35, -0.030517578125, 0.1220703125, -0.18310546875
30.43, -0.030517578125, -0.06103515625, -0.274658203125
30.43, 0.091552734375, 0.0, 0.091552734375
30.6, 0.06103515625, 0.091552734375, 0.091552734375
30.73, 0.091552734375, 0.0, -0.030517578125
30.85, 0.0, 0.0, 0.18310546875
30.85, 0.18310546875, 0.091552734375, 0.030517578125
31.02, 0.18310546875, 0.1220703125, 0.030517578125
31.13, 0.18310546875, 0.091552734375, -0.06103515625
31.17, 0.213623046875, 0.091552734375, 0.1220703125
31.29, 0.244140625, 0.152587890625, 0.274658203125
31.61, 0.1220703125, 0.18310546875, 0.18310546875
31.72, 0.244140625, 0.06103515625, 0.0
31.72, 0.18310546875, -0.06103515625, -0.091552734375
31.72, 0.274658203125, 0.0, 0.091552734375
31.72, 0.1220703125, -0.06103515625, 0.152587890625
31.89, 0.06103515625, 0.030517578125, -0.18310546875
32.01, 0.18310546875, -0.030517578125, 0.0
32.01, 0.1220703125, -0.030517578125, 0.18310546875
32.17, 0.030517578125, 0.152587890625, 0.0
32.39, 0.030517578125, -0.06103515625, -0.274658203125
32.51, 0.18310546875, 0.0, -0.091552734375
32.51, 0.213623046875, 0.06103515625, -0.152587890625
32.63, 0.30517578125, 0.1220703125, 0.091552734375
32.98, 0.213623046875, 0.091552734375, -0.18310546875
33.41, 0.06103515625, 0.1220703125, 0.030517578125
33.41, 0.213623046875, 0.152587890625, -0.091552734375
33.42, 0.274658203125, 0.030517578125, 0.152587890625
33.56, 0.18310546875, 0.0, -0.030517578125
33.56, 0.18310546875, -0.030517578125, -0.18310546875
33.56, 0.06103515625, 0.091552734375, -0.48828125
33.56, 0.18310546875, 0.030517578125, 0.152587890625
33.56, 0.18310546875, -0.030517578125, -0.030517578125
33.6, 0.06103515625, 0.030517578125, 0.091552734375
33.72, -0.030517578125, 0.152587890625, 0.18310546875
33.72, 0.274658203125, 0.030517578125, 0.152587890625
33.83, 0.213623046875, 0.091552734375, -0.030517578125
33.97, 0.1220703125, 0.06103515625, -0.152587890625
34.11, 0.0, 0.1220703125, 0.1220703125
34.11, 0.0, 0.091552734375, -0.152587890625
34.11, 0.06103515625, 0.030517578125, 0.152587890625
34.3, 0.06103515625, 0.030517578125, -0.152587890625
34.41, 0.06103515625, 0.152587890625, 0.152587890625
34.41, -0.030517578125, 0.091552734375, -0.213623046875
34.56, 0.030517578125, 0.091552734375, -0.18310546875
34.82, 0.213623046875, 0.213623046875, -0.42724609375
34.91, 0.06103515625, 0.152587890625, -0.274658203125
34.91, 0.1220703125, 0.06103515625, 0.06103515625
35.02, 0.0, 0.152587890625, -0.091552734375
35.18, 0.213623046875, 0.152587890625, -0.213623046875
35.3, 0.06103515625, -0.030517578125, -0.42724609375
35.3, 0.06103515625, 0.152587890625, -0.030517578125
35.51, 0.06103515625, 0.152587890625, -0.213623046875
35.72, 0.030517578125, 0.091552734375, 0.06103515625
35.72, 0.06103515625, 0.1220703125, -0.274658203125
35.76, 0.0, 0.091552734375, -0.213623046875
35.87, -0.091552734375, 0.1220703125, -0.06103515625
35.99, 0.030517578125, 0.18310546875, 0.244140625
36.14, 0.030517578125, 0.06103515625, 0.0
36.24, 0.152587890625, 0.06103515625, -0.06103515625
36.24, 0.06103515625, 0.1220703125, 0.244140625
36.24, 0.091552734375, 0.152587890625, -0.030517578125
36.39, 0.06103515625, 0.06103515625, -0.030517578125
36.52, 0.091552734375, 0.06103515625, -0.030517578125
36.65, 0.06103515625, 0.091552734375, -0.18310546875
36.83, -0.06103515625, 0.06103515625, -0.30517578125
36.93, -0.030517578125, 0.1220703125, -0.30517578125
36.94, 0.030517578125, 0.0, -0.152587890625
37.18, 0.1220703125, -0.06103515625, 0.335693359375
37.3, 0.1220703125, 0.0, -0.274658203125
37.3, 0.0, 0.0, -0.6103515625
37.3, 0.1220703125, 0.091552734375, -0.18310546875
37.42, 0.152587890625, 0.06103515625, -0.518798828125
37.56, 0.06103515625, 0.0, 0.0
37.66, 0.091552734375, 0.030517578125, -0.1220703125
37.66, 0.091552734375, 0.06103515625, -0.1220703125
37.66, 0.152587890625, 0.0, 0.030517578125
37.73, 0.152587890625, 0.091552734375, -0.213623046875
37.89, 0.0, -0.030517578125, -0.18310546875
38.07, -0.06103515625, 0.030517578125, 0.0
38.07, 0.18310546875, 0.06103515625, -0.091552734375
38.33, 0.152587890625, 0.030517578125, 0.091552734375
38.45, 0.091552734375, 0.030517578125, -0.1220703125
38.45, 0.18310546875, 0.091552734375, -0.244140625
38.45, 0.06103515625, 0.030517578125, -0.335693359375
38.6, 0.06103515625, 0.152587890625, -0.396728515625
38.7, 0.06103515625, 0.1220703125, -0.274658203125
39.05, 0.06103515625, 0.1220703125, -0.06103515625
39.26, 0.06103515625, 0.091552734375, -0.244140625
39.27, 0.030517578125, -0.06103515625, -0.30517578125
39.27, -0.06103515625, 0.152587890625, -0.152587890625
39.27, 0.091552734375, 0.1220703125, 0.030517578125
39.27, 0.091552734375, 0.091552734375, -0.030517578125
39.4, 0.0, 0.152587890625, -0.091552734375
39.53, 0.1220703125, 0.030517578125, -0.54931640625
39.53, 0.152587890625, 0.06103515625, -0.335693359375
39.66, 0.030517578125, 0.1220703125, -0.091552734375
39.8, 0.1220703125, 0.152587890625, 0.152587890625
39.89, 0.030517578125, 0.091552734375, -0.213623046875
39.89, 0.0, 0.091552734375, -0.1220703125
40.05, 0.030517578125, 0.091552734375, 0.06103515625
40.17, 0.274658203125, 0.030517578125, 0.091552734375
40.39, 0.18310546875, 0.06103515625, -0.213623046875
40.54, 0.1220703125, 0.06103515625, 0.030517578125
40.67, 0.213623046875, 0.1220703125, -0.091552734375
40.67, 0.1220703125, 0.091552734375, -0.244140625
40.67, 0.1220703125, 0.030517578125, -0.030517578125
40.78, 0.152587890625, 0.152587890625, -0.030517578125
41.05, 0.091552734375, 0.274658203125, -0.335693359375
41.14, 0.1220703125, 0.152587890625, -0.091552734375
41.14, 0.030517578125, 0.18310546875, -0.213623046875
41.25, 0.091552734375, 0.152587890625, -0.1220703125
41.39, 0.0, 0.152587890625, -0.06103515625
41.53, -0.030517578125, 0.213623046875, -0.30517578125
41.54, -0.1220703125, 0.18310546875, -0.06103515625
41.54, -0.06103515625, 0.0, 0.030517578125
41.59, -0.1220703125, 0.1220703125, 0.030517578125
41.84, -0.030517578125, 0.06103515625, -0.244140625
41.95, -0.091552734375, 0.0, -0.18310546875
41.95, 0.06103515625, 0.030517578125, -0.3662109375
41.95, -0.030517578125, 0.0, -0.54931640625
42.16, 0.1220703125, -0.1220703125, -0.396728515625
42.26, 0.1220703125, 0.030517578125, -0.42724609375
42.26, 0.0, 0.152587890625, -0.18310546875
42.43, 0.152587890625, 0.091552734375, -0.091552734375
42.55, -0.030517578125, 0.030517578125, -0.8544921875
42.55, -0.091552734375, -0.030517578125, -0.152587890625
42.66, -0.152587890625, 0.030517578125, -0.42724609375
42.8, 0.030517578125, -0.06103515625, -0.244140625
42.93, 0.06103515625, -0.030517578125, -0.335693359375
42.93, 0.030517578125, 0.0, -0.274658203125
43.12, 0.091552734375, -0.06103515625, 0.030517578125
43.21, 0.1220703125, -0.030517578125, 0.213623046875
43.25, 0.0, -0.091552734375, 0.06103515625
43.44, 0.1220703125, 0.0, -0.18310546875
43.56, 0.1220703125, -0.030517578125, -0.18310546875
43.56, 0.030517578125, 0.152587890625, -0.152587890625
43.69, 0.091552734375, 0.06103515625, -0.274658203125
43.79, 0.0, -0.152587890625, 0.06103515625
43.83, 0.06103515625, 0.0, -0.3662109375
43.91, 0.1220703125, 0.030517578125, -0.030517578125
44.09, 0.030517578125, 0.091552734375, -0.152587890625
44.27, 0.091552734375, -0.06103515625, -0.335693359375
44.28, 0.091552734375, -0.06103515625, -0.213623046875
44.28, 0.1220703125, -0.030517578125, -0.091552734375
44.43, -0.030517578125, 0.06103515625, -0.244140625
44.55, 0.030517578125, 0.06103515625, 0.030517578125
44.88, 0.1220703125, 0.06103515625, -0.396728515625
45.01, -0.030517578125, -0.030517578125, -0.091552734375
45.01, 0.0, 0.06103515625, 0.0
45.01, -0.06103515625, -0.06103515625, -0.152587890625
45.01, 0.06103515625, 0.030517578125, -0.06103515625
45.19, 0.0, 0.030517578125, -0.030517578125
45.27, -0.030517578125, -0.030517578125, -0.1220703125
45.4, 0.06103515625, -0.06103515625, -0.335693359375
45.49, 0.152587890625, -0.06103515625, -0.1220703125
45.49, 0.0, 0.030517578125, -0.18310546875
45.64, 0.0, -0.091552734375, 0.1220703125
45.75, 0.0, -0.213623046875, 0.091552734375
45.91, 0.06103515625, -0.06103515625, -0.091552734375
45.99, -0.030517578125, 0.091552734375, 0.1220703125
45.99, 0.091552734375, 0.06103515625, -0.3662109375
46.12, 0.091552734375, -0.030517578125, 0.0
46.2, 0.091552734375, 0.030517578125, -0.3662109375
46.24, 0.152587890625, 0.0, -0.1220703125
46.47, -0.091552734375, 0.152587890625, 0.06103515625
46.65, 0.030517578125, 0.091552734375, 0.30517578125
46.66, 0.06103515625, 0.1220703125, 0.152587890625
46.76, 0.030517578125, 0.091552734375, -0.030517578125
47.04, -0.1220703125, 0.1220703125, 0.091552734375
47.13, -0.1220703125, 0.091552734375, -0.091552734375
47.13, -0.1220703125, 0.030517578125, -0.06103515625
47.24, -0.1220703125, -0.091552734375, -0.274658203125
47.24, -0.091552734375, 0.1220703125, -0.06103515625
47.39, -0.1220703125, 0.1220703125, 0.274658203125
47.52, 0.0, 0.152587890625, -0.030517578125
47.61, 0.091552734375, 0.0, -0.274658203125
47.73, -0.030517578125, 0.030517578125, -0.213623046875
47.89, -0.30517578125, 0.030517578125, 0.030517578125
47.97, -0.18310546875, 0.030517578125, -0.091552734375
47.97, -0.030517578125, 0.030517578125, -0.244140625
47.97, -0.091552734375, 0.06103515625, -0.06103515625
47.97, -0.06103515625, 0.030517578125, -0.06103515625
48.1, 0.06103515625, 0.0, -0.091552734375
48.22, -0.030517578125, -0.06103515625, 0.0
48.39, 0.0, -0.030517578125, 0.1220703125
48.48, 0.091552734375, -0.091552734375, -0.213623046875
48.63, 0.06103515625, 0.06103515625, -0.152587890625
48.87, 0.030517578125, -0.030517578125, -0.274658203125
48.96, 0.030517578125, 0.152587890625, -0.213623046875
48.96, 0.0, -0.030517578125, 0.213623046875
48.97, 0.030517578125, 0.0, 0.244140625
49.11, -0.030517578125, 0.0, -0.18310546875
49.24, 0.0, 0.06103515625, -0.335693359375
49.25, -0.030517578125, 0.030517578125, -0.1220703125
49.54, 0.06103515625, 0.06103515625, 0.06103515625
49.7, -0.091552734375, 0.06103515625, -0.091552734375
49.7, 0.06103515625, -0.030517578125, 0.335693359375
49.7, 0.030517578125, -0.06103515625, -0.1220703125
49.7, 0.06103515625, -0.091552734375, -0.152587890625
49.87, 0.06103515625, 0.0, -0.396728515625
49.99, -0.152587890625, 0.06103515625, 0.244140625
50.04, 0.1220703125, 0.030517578125, 0.06103515625
50.14, -0.06103515625, 0.0, 0.030517578125
50.14, 0.091552734375, -0.030517578125, 0.1220703125
